Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/08  18:00:00,0.0,39948842.01072926,3255524.4322728887,1432661.650684951,163639372.94412088,24661571.93684078,206535929.26170483,0.0,0.0
 01/08  19:00:00,0.0,45509667.06356247,3683571.8901090045,1619534.6500827814,163677045.96800002,25276492.394074723,211057689.9964365,0.0,0.0
 01/08  20:00:00,0.0,48354142.52830245,3868444.969894237,1689367.290597835,160121299.17433855,25531198.114375018,208352714.34456134,0.0,0.0
 01/08  21:00:00,0.0,51691216.17829433,4138055.1527154907,1787477.9624604958,158337651.15003332,25898918.969058923,210186498.75446224,0.0,0.0
 01/08  22:00:00,0.0,56212880.5857403,4465343.049801732,1914663.6857202698,158592943.4702208,26353392.589404937,214364569.60391688,0.0,0.0
 01/08  23:00:00,0.0,62723912.309485994,4884522.807132509,2074514.5286721773,162801745.6428866,26932423.189687625,224350068.10128155,0.0,0.0
 01/08  24:00:00,0.0,68603583.37358683,5307456.192792742,2223297.8646609653,165228189.02806228,27504139.91133665,233007853.2799577,0.0,0.0
 01/09  01:00:00,0.0,72988163.6141253,5671955.364228867,2347690.2798747187,164983487.8456528,27993031.497986525,236516494.32548305,0.0,0.0
 01/09  02:00:00,0.0,77771053.4078048,5993709.786893566,2460731.415785196,165799530.3835329,28427827.0565617,241811830.92915198,0.0,0.0
 01/09  03:00:00,0.0,82060831.35920075,6258045.525537918,2553243.895927851,166623974.8737236,28784675.275348708,246567901.2214614,0.0,0.0
 01/09  04:00:00,0.0,85835482.09595294,6483566.11826806,2632310.906687724,167612269.815143,29089262.878838725,251155093.30837938,0.0,0.0
 01/09  05:00:00,0.0,91105415.22746599,6762338.303211074,2736347.975295856,170711914.68028402,29472072.132389866,259181194.78023773,0.0,0.0
 01/09  06:00:00,0.0,96131028.52391122,7013681.236627456,2831762.4181230254,173507558.27339697,29818829.508633416,267016838.3632482,0.0,0.0
 01/09  07:00:00,0.0,100001016.00936507,7206666.976292296,2901918.9179477007,173307205.56860542,39378661.88575679,270735233.5644614,0.0,0.0
 01/09  08:00:00,0.0,15520323.352558251,1179597.443712163,444630.827374859,166525697.24517074,492662855.47375214,105036599.8514997,0.0,0.0
 01/09  09:00:00,0.0,296057700.1272277,21499702.010712832,4947996.452564287,429225898.2918894,519881235.63861626,775567277.0963058,0.0,0.0
 01/09  10:00:00,6322.846745091586,53850311.78880598,7948093.112167701,22021113.154588167,283749383.64160156,545740860.5283529,294420229.3141943,0.0,1413726.8983382375
 01/09  11:00:00,1232007.7820684537,14810368.509989657,5578031.225684818,23084725.593627233,247330107.27608976,546843454.1059972,208628488.33169743,0.0,1858669.8814763636
 01/09  12:00:00,27117317.84169494,5840139.029257439,6297090.9005138995,32289397.756343722,219650371.5964523,563668966.1085024,180217620.19083413,0.0,11300648.243321463
 01/09  13:00:00,8354803.66746003,3609816.7415773124,5159806.036486969,26557114.306809247,210903829.94685504,556799397.794941,188459824.11710727,0.0,5619002.6612839475
 01/09  14:00:00,38413162.61312227,1612908.0358257792,6351978.895148321,38916851.95255622,202238377.90802866,570351308.2993493,170992449.66783908,0.0,18031145.73467258
 01/09  15:00:00,47316088.9314061,1117227.963417758,7547683.903159222,43416712.8030596,199096641.27270967,573651964.1851895,178635484.72101846,0.0,22545352.52671573
 01/09  16:00:00,43533517.57931795,1001211.0868092425,6858952.723046195,42307799.536405824,202611469.92992875,557753676.6030265,192363923.89065033,0.0,21432919.28224901
 01/09  17:00:00,41905607.80160132,1300964.120927962,6492266.202317765,41448159.96246062,210382976.28955767,563429130.6733127,214597331.13496277,0.0,20548588.048862055
 01/09  18:00:00,6234739.129268389,2224346.332391005,5003914.682061814,25918786.538938347,238690898.6433213,521961328.42366517,260561463.3264358,0.0,4964362.427735772
 01/09  19:00:00,132155.94221862179,3231794.99101496,4588174.314159814,22590191.45592931,241319925.73712605,520611902.9454284,261233518.45699087,0.0,1607408.9149593208
 01/09  20:00:00,0.0,556327.5439282976,48320.36674279127,53297.16016911809,47113661.94421133,356144412.49197,38885582.5949107,0.0,0.0
 01/09  21:00:00,0.0,621624.5348213231,51980.785015271234,112494.33275966716,111478708.8742357,36619281.027314305,88648868.03836554,0.0,0.0
 01/09  22:00:00,0.0,711456.5796392246,58269.04784693646,128155.95813415184,127540031.7671693,29739450.750560816,109376187.5878371,0.0,0.0
 01/09  23:00:00,0.0,816569.4880333261,68524.3527497779,139815.73889800112,138566186.25223523,27366455.863553286,126093901.54922178,0.0,0.0
 01/09  24:00:00,0.0,1247410.3086595733,132260.7677197376,156951.98662105322,141859507.2276269,22657508.580897912,144302232.29796162,0.0,0.0
 01/10  01:00:00,0.0,1552028.3127572616,160629.3954791422,162912.18195558194,141612776.4092986,20296927.431317665,147451282.2335372,0.0,0.0
 01/10  02:00:00,0.0,2294710.3201453723,243241.21579788392,199324.3684642457,141340697.57984468,20415951.43814507,171320828.67304918,0.0,0.0
 01/10  03:00:00,0.0,3144519.4386508493,325169.00181815337,233572.37181354497,141428945.1498951,20532127.227514636,175595076.3221389,0.0,0.0
 01/10  04:00:00,0.0,4381739.638831431,475197.0351136717,279319.8160951154,144437843.71975675,20727902.70509173,181489575.91878083,0.0,0.0
 01/10  05:00:00,0.0,6407120.725949591,716702.9508838924,358204.05462769524,146458909.84570137,21048292.859394528,191101782.24658,0.0,0.0
 01/10  06:00:00,0.0,9138405.723568019,981322.4179083041,457813.12378556794,147169592.7475235,21412521.39557681,188680560.9255091,0.0,0.0
 01/10  07:00:00,0.0,12229108.548357697,1235792.88482767,545991.4701697702,149275782.5895248,31051860.34651423,180346032.56611022,0.0,0.0
 01/10  08:00:00,0.0,3214977.4525181875,353985.3770107584,215704.27350865726,143329452.30775476,491608316.8531845,87487848.56526934,0.0,0.0
 01/10  09:00:00,8109.02289889653,86029585.3218335,9517378.425907113,23972164.174856424,359274475.5616756,526923079.7761028,501677545.1760505,0.0,1516462.568006281
 01/10  10:00:00,36732.41987915065,29471189.08941125,6079690.277167014,22905137.88518346,245485281.32594913,544756482.4239476,250616672.9327808,0.0,1534960.2395445388
 01/10  11:00:00,2723437.124796029,23845776.078766823,5855493.752808408,24330196.49765656,235537989.5821667,548366387.5371501,248915135.7987273,0.0,3050035.279468851
 01/10  12:00:00,10261947.775253162,18906640.120174974,5934153.948861879,27167360.219931062,229493110.40400606,558183991.6204376,238642180.82266822,0.0,5949285.857299177
 01/10  13:00:00,8796885.995621732,14126742.536946427,5625684.838298859,26907350.698420547,226176779.86161447,557615512.9883642,229190578.58862278,0.0,5750164.646250363
 01/10  14:00:00,19292901.678262006,11035156.56111394,6079492.430103937,30742250.553702444,217076180.3479971,561904220.435451,219671294.13583726,0.0,9633289.053495737
 01/10  15:00:00,53925990.81363209,10982529.877806064,7301740.556498421,46485319.28322963,193966559.88286552,576474627.3186986,206735451.36552376,0.0,25388682.626220223
 01/10  16:00:00,75053252.0767596,8320741.371671243,8072167.960425194,56533914.66112979,164671395.1413352,573193006.9651294,171821149.9615211,0.0,35486892.6912934
 01/10  17:00:00,92136153.58726877,7577121.86565063,9018495.035723727,64336763.88457334,141418502.6164153,588843963.4288312,152202708.1796469,0.0,43206167.30809586
 01/10  18:00:00,47595492.36545804,5665281.918104364,7118023.553833449,44808319.4592271,159275115.34893912,542964970.2157257,151574875.95635727,0.0,23816428.794558764
 01/10  19:00:00,29252163.93802714,5221496.784494389,6249944.017713191,36108577.08299212,163331848.72571588,535792058.27604455,159756470.71487257,0.0,15134919.888533413
 01/10  20:00:00,0.0,126318.16123487114,12749.238423927809,18950.762258730727,17143037.417806976,356074494.96574074,9957824.52549611,0.0,0.0
 01/10  21:00:00,0.0,150841.37012201408,14160.182514415974,58321.75322378628,59854347.073878825,36527287.84527757,33942751.906746104,0.0,0.0
 01/10  22:00:00,0.0,184064.7081201618,17600.595617036623,73438.60498579562,75758668.04108799,29644064.945182562,48917978.47849721,0.0,0.0
 01/10  23:00:00,0.0,247146.98431605098,25007.53803698361,84737.77601844985,86705022.05058983,27267861.085960936,63175226.87523226,0.0,0.0
 01/10  24:00:00,0.0,312816.37768110493,29858.601056069303,94462.2054486343,96435120.50265092,22492616.63306183,76840751.07551846,0.0,0.0
 01/11  01:00:00,0.0,371737.9464699709,33590.42321034638,101625.37745460276,103570292.71082327,20108601.65454789,88239050.06121542,0.0,0.0
 01/11  02:00:00,0.0,421648.891418052,36451.61351142409,105744.05896277817,107515861.9186522,20115581.526357144,96198726.13645008,0.0,0.0
 01/11  03:00:00,0.0,464712.10858259787,38767.60119453494,108500.70460181418,110062396.45907742,20120654.15967929,101970972.5142663,0.0,0.0
 01/11  04:00:00,0.0,688604.9862088722,79823.72916908137,122072.25115461944,113671334.12825367,20175281.83420664,116261354.23774359,0.0,0.0
 01/11  05:00:00,0.0,1252757.7691303627,153040.75925335186,145110.9519972551,118629922.40059513,20271537.56513355,133601074.27141765,0.0,0.0
 01/11  06:00:00,0.0,2048181.6167392205,257663.6444442685,175884.26267938333,123594727.81383063,20406933.76100659,151111005.52323335,0.0,0.0
 01/11  07:00:00,0.0,3855110.0036866623,479128.64932381606,255816.0278619835,126676633.89111188,30005020.66870259,183844355.20709077,0.0,0.0
 01/11  08:00:00,0.0,1376635.2911606026,173620.31199828352,152575.60514786304,120461621.20366514,491364823.1198113,102390303.00856286,0.0,0.0
 01/11  09:00:00,21092.777166382744,58347706.15034626,7792760.726184274,23515694.451034408,331031006.1744868,524741992.35255796,491600380.77527964,0.0,1523340.2227954317
 01/11  10:00:00,11927455.697441794,14486102.011502013,5847864.568599816,27400706.595439874,220273836.61711437,549020225.4256369,201988549.9483922,0.0,6254837.453790705
 01/11  11:00:00,54157325.45037774,834065.0951823738,7256623.435664987,45812214.81017617,200782123.76139194,571249535.5325261,131157910.71116924,0.0,24921198.703457456
 01/11  12:00:00,94243735.60192102,322763.4398300918,10631901.033962075,64509481.82847135,184278468.49456447,600223860.3140781,145347299.77685508,0.0,43616232.38073109
 01/11  13:00:00,101278993.58804968,221037.88447672065,11669980.674903044,68541481.0521555,174940418.8007903,605293939.1787033,152993449.83653963,0.0,47627278.1101069
 01/11  14:00:00,127603066.12604973,154804.42107107726,13118901.879669515,80816457.62383443,172902315.43665904,619017836.9551487,159249107.23328578,0.0,59630966.00625305
 01/11  15:00:00,174074461.44393408,122973.62422541386,15418112.395338463,102448610.96963128,177328787.28543723,640554290.8439401,168749885.74069533,0.0,80636228.81234908
 01/11  16:00:00,190283701.96400452,103903.06806773986,15937771.601088602,110005311.90380993,187111624.56924865,634530007.848473,181717878.95576793,0.0,88018672.8561585
 01/11  17:00:00,168056222.23691565,93828.61810185248,14267985.506469062,99570865.20416069,196856266.69226176,629327555.2191639,193581988.76334855,0.0,77888867.42445609
 01/11  18:00:00,100482178.83364177,85115.41599216421,9148824.47717442,68049778.35058883,229164807.96745095,568237230.0304282,228675181.53318542,0.0,47014421.50136415
 01/11  19:00:00,69695165.47385696,70561.93674202783,8040104.31371903,54138891.02598342,226242945.91875285,555612532.5150417,224868439.51661718,0.0,33160247.960874557
 01/11  20:00:00,148099.060715688,59912.46075711903,36029.54490127964,22274050.635330066,20998638.11380113,378352875.1452894,20254340.770161442,0.0,1618950.6208019834
 01/11  21:00:00,132739.7247755583,71042.3529999449,34972.05196700808,22311324.341239896,72440119.5280802,58801102.30274627,66014919.796406716,0.0,1609388.9613482626
 01/11  22:00:00,111386.27238908982,89939.15148359971,33548.73564089286,22306682.958212644,81906329.17295788,51893257.43843327,76087811.48945846,0.0,1595853.6493558227
 01/11  23:00:00,87328.34670048021,112354.89254823313,31670.2491758319,22299616.74297209,88795906.23160249,49489402.76405343,83942432.74698737,0.0,1582202.9409588277
 01/11  24:00:00,60746.68978831527,136917.09102972137,29024.297614538336,22292385.29748348,95328000.11335173,44689705.42165515,91407209.77548657,0.0,1568705.8925463879
 01/12  01:00:00,31326.564561002215,176913.077007993,27827.36339714731,22276699.796536546,101679346.33060502,42277913.01381663,99255624.81828883,0.0,1546206.983191071
 01/12  02:00:00,11550.889062906988,234439.8994029844,28551.99935056302,18575878.631845374,109768991.16193882,38577816.48507887,108450677.93292367,0.0,1275889.0803571134
 01/12  03:00:00,1290.2138612229494,288196.5244539095,28987.13813694816,3806110.91625065,117902737.49889307,23808483.908270534,117146777.1046376,0.0,253837.74880776976
 01/12  04:00:00,0.0,337755.65937131405,31603.040321172688,118132.02635624366,122483548.5978097,20123120.920560356,122207978.56966582,0.0,0.0
 01/12  05:00:00,0.0,383928.542571425,34344.86564522309,121135.36933552945,125145023.59273635,20128866.088863693,125221491.66051826,0.0,0.0
 01/12  06:00:00,0.0,539262.6710761263,60981.89459436966,134416.53730601576,130211279.14655936,20168784.285783324,138229931.03866494,0.0,0.0
 01/12  07:00:00,0.0,1405523.3837904022,179248.79444661585,188457.72853007767,136547038.5367692,29637782.51449349,176888678.72148955,0.0,0.0
 01/12  08:00:00,0.0,520690.18986283697,41567.718613655845,133496.33589636075,136706364.64849648,491213691.2571752,120836238.16280453,0.0,0.0
 01/12  09:00:00,1094896.5158052985,46360511.6661606,7164980.504079237,23985471.118663773,352561616.2042341,524583988.79808223,560539044.4700356,0.0,2043415.8984676036
 01/12  10:00:00,18352588.771711,14017661.820535347,6127265.669145428,30289241.822166536,233844704.51257277,552188161.7529092,225630179.6203724,0.0,9122446.776044913
 01/12  11:00:00,55896518.372426555,3282031.6862451974,7266138.375156062,46986670.48289953,195934461.50142646,572433506.1447407,152487840.1310569,0.0,26013964.311377108
 01/12  12:00:00,103195582.11231653,212341.02971560459,10298045.723819945,68813969.3359848,162464705.79994994,604194492.5114496,116946976.15108424,0.0,47817283.2346098
 01/12  13:00:00,116765500.48801368,127625.7225887975,11485148.637223719,76209154.64518662,146955388.77777943,612776780.734055,120585670.44255723,0.0,54947631.55871917
 01/12  14:00:00,140237550.28944394,86485.99499197451,13171305.333461199,87064621.54257113,151939113.18237936,625318404.327677,134350362.04974014,0.0,65481944.028582394
 01/12  15:00:00,175321092.5453341,62105.02715972931,15131200.922657605,102846517.85600486,162478156.94376507,640665286.257633,150527563.88943595,0.0,80863518.29869473
 01/12  16:00:00,183248444.4284165,48601.022593732756,15456345.55790837,106831653.92101805,171819854.11264524,630874923.822501,163983142.58080035,0.0,84797099.05087502
 01/12  17:00:00,167975586.88953358,38798.41706367906,14544911.898724891,99579637.54378083,178951283.1382169,629613253.9510399,173897781.50892684,0.0,77801917.82572155
 01/12  18:00:00,101802180.16275822,154388.23825751035,9231376.148297384,69142547.36994237,212309252.80094904,569412550.7209048,215180074.5183666,0.0,48093579.32322758
 01/12  19:00:00,68449554.50010273,408927.0071648219,7993855.665642876,53598207.70579847,215995363.67838162,555025600.5467806,222314855.776043,0.0,32614799.97628358
 01/12  20:00:00,381846.4485628281,14033.329816038811,62346.05759175504,22378929.89095042,17275527.839207064,378484070.9136002,15415370.23164416,0.0,1728263.0248966191
 01/12  21:00:00,338617.3676167337,29344.95955560107,59501.285151105054,22408473.15135428,72353215.51035574,58922780.34604475,63417156.47168726,0.0,1707415.3647895046
 01/12  22:00:00,290541.1160488849,52326.958425793746,56084.49739777265,22396541.52388877,87394990.77962254,52005651.765866265,78979599.03415173,0.0,1681342.4170794305
 01/12  23:00:00,239687.07603652985,80683.254907925,51744.070223429444,22378997.10783391,96989676.30386028,49588856.94996285,90052522.72784021,0.0,1654593.7604441522
 01/12  24:00:00,188722.65737266044,106268.4713504585,44666.20994961977,22349578.28858175,99413455.4982022,44762540.32508849,94307431.08126858,0.0,1622595.693504761
 01/13  01:00:00,153862.07020483108,127541.02643690103,41221.98858267114,22336831.40790335,98399805.1948562,42351439.25036896,94846098.96614061,0.0,1610467.7036420833
 01/13  02:00:00,120598.8578191267,156459.70651015276,40387.58909166574,22326646.968001988,101355001.83035834,42340420.41097659,99105897.71744253,0.0,1596916.9973261843
 01/13  03:00:00,86028.46013903282,211964.23555173815,42061.227649105356,22318564.10405339,110729027.2787967,42334011.18558543,109647501.65049307,0.0,1579047.77111498
 01/13  04:00:00,47543.16780070072,269208.9253936783,38944.6573156389,22303165.780918352,119818041.15365337,42315496.29211693,119309466.81802723,0.0,1554510.219389781
 01/13  05:00:00,22362.513432808584,324641.038551756,37287.6666756788,22288910.060215447,126115924.98769799,42299583.58077407,126030575.42855364,0.0,1533773.0469591285
